MODIFIER_PATH	MODIFIER_CD	NAME_CHAR	VALTYPE_CD	STD_UNITS	VISIT_IND
\Events\Adverse Events\Virus identification and serology\Human herpes virus 6 serology negative\	MDR:10060828	Human herpes virus 6 serology negative	T		N
\Events\Adverse Events\Cerebrovascular embolism and thrombosis\Embolic cerebral infarction\	MDR:10060839	Embolic cerebral infarction	T		N
\Events\Adverse Events\Neurological and psychiatric procedural complications\Post lumbar puncture syndrome\	MDR:10060854	Post lumbar puncture syndrome	T		N
\Events\Adverse Events\Neurological signs and symptoms NEC\Neurological symptom\	MDR:10060860	Neurological symptom	T		N
\Events\Adverse Events\Immunology skin tests NEC\Skin test negative\	MDR:10060888	Skin test negative	T		N
\Events\Adverse Events\Tinea infections\Tinea infection\	MDR:10060889	Tinea infection	T		N
\Events\Adverse Events\Abdominal injuries NEC\Abdominal injury\	MDR:10060924	Abdominal injury	T		N
\Events\Adverse Events\Neoplasms unspecified malignancy and site unspecified NEC\Abdominal neoplasm\	MDR:10060925	Abdominal neoplasm	T		N
\Events\Adverse Events\Therapeutic and nontherapeutic responses\Adverse event\	MDR:10060933	Adverse event	T		N
\Events\Adverse Events\Oedema NEC\Allergic oedema\	MDR:10060934	Allergic oedema	T		N
\Events\Adverse Events\Bacterial infections NEC\Bacterial infection\	MDR:10060945	Bacterial infection	T		N
\Events\Adverse Events\Vascular imaging procedures NEC\Angiogram abnormal\	MDR:10060956	Angiogram abnormal	T		N
\Events\Adverse Events\Non-site specific vascular disorders NEC\Arterial disorder\	MDR:10060963	Arterial disorder	T		N
\Events\Adverse Events\Haemorrhages NEC\Arterial haemorrhage\	MDR:10060964	Arterial haemorrhage	T		N
\Events\Adverse Events\Infectious arthritis\Arthritis infective\	MDR:10060968	Arthritis infective	T		N
\Events\Adverse Events\Glial tumours malignant\Astrocytoma malignant\	MDR:10060971	Astrocytoma malignant	T		N
\Events\Adverse Events\Autoimmunity analyses\Autoantibody positive\	MDR:10060973	Autoantibody positive	T		N
\Events\Adverse Events\Autoimmunity analyses\Autoantibody negative\	MDR:10060974	Autoantibody negative	T		N
\Events\Adverse Events\Immunology analyses NEC\Antibody test\	MDR:10060979	Antibody test	T		N
\Events\Adverse Events\Respiratory tract and thoracic histopathology procedures\Sputum test\	MDR:10060990	Sputum test	T		N
\Events\Adverse Events\Neoplasms benign site unspecified NEC\Benign neoplasm\	MDR:10060999	Benign neoplasm	T		N
\Events\Adverse Events\Structural and other bile duct disorders\Biliary tract disorder\	MDR:10061008	Biliary tract disorder	T		N
\Events\Adverse Events\Ocular nerve and muscle disorders\Binocular eye movement disorder\	MDR:10061010	Binocular eye movement disorder	T		N
\Events\Adverse Events\Bladder disorders NEC\Bladder disorder\	MDR:10061011	Bladder disorder	T		N
\Events\Adverse Events\Water and electrolyte analyses NEC\Blood electrolytes\	MDR:10061013	Blood electrolytes	T		N
\Events\Adverse Events\Water and electrolyte analyses NEC\Blood electrolytes normal\	MDR:10061015	Blood electrolytes normal	T		N
\Events\Adverse Events\Investigations NEC\Blood test abnormal\	MDR:10061016	Blood test abnormal	T		N
\Events\Adverse Events\Breast disorders NEC\Breast disorder\	MDR:10061021	Breast disorder	T		N
\Events\Adverse Events\Cardiac disorders NEC\Cardiac disorder\	MDR:10061024	Cardiac disorder	T		N
\Events\Adverse Events\Cardiac function diagnostic procedures\Cardiac stress test\	MDR:10061027	Cardiac stress test	T		N
\Events\Adverse Events\Gastrointestinal infections, site unspecified\Cestode infection\	MDR:10061039	Cestode infection	T		N
\Events\Adverse Events\Chlamydial infections\Chlamydial infection\	MDR:10061041	Chlamydial infection	T		N
\Events\Adverse Events\Clostridia infections\Clostridial infection\	MDR:10061043	Clostridial infection	T		N
\Events\Adverse Events\Communications disorders\Communication disorder\	MDR:10061046	Communication disorder	T		N
\Events\Adverse Events\Immune response protein analyses NEC\Complement factor decreased\	MDR:10061048	Complement factor decreased	T		N
\Events\Adverse Events\Maternal complications of labour NEC\Labour complication\	MDR:10061050	Labour complication	T		N
\Events\Adverse Events\Immune response protein analyses NEC\Complement factor normal\	MDR:10061056	Complement factor normal	T		N
\Events\Adverse Events\Female reproductive tract disorders congenital\Congenital uterine anomaly\	MDR:10061079	Congenital uterine anomaly	T		N
\Events\Adverse Events\Connective tissue disorders (excl LE)\Connective tissue disorder\	MDR:10061087	Connective tissue disorder	T		N
\Events\Adverse Events\Blood grouping and cross-matching analyses\Coombs test positive\	MDR:10061090	Coombs test positive	T		N
\Events\Adverse Events\Cranial nerve disorders NEC\Cranial nerve disorder\	MDR:10061093	Cranial nerve disorder	T		N
\Events\Adverse Events\Cerebrospinal fluid tests (excl microbiology)\CSF white blood cell count\	MDR:10061098	CSF white blood cell count	T		N
\Events\Adverse Events\Cerebrospinal fluid tests (excl microbiology)\CSF white blood cell count negative\	MDR:10061099	CSF white blood cell count negative	T		N
\Events\Adverse Events\Cerebrospinal fluid tests (excl microbiology)\CSF white blood cell count positive\	MDR:10061100	CSF white blood cell count positive	T		N
\Events\Adverse Events\Haematological therapeutic procedures NEC\Dialysis\	MDR:10061105	Dialysis	T		N
\Events\Adverse Events\Behaviour and socialisation disturbances\Disturbance in social behaviour\	MDR:10061108	Disturbance in social behaviour	T		N
\Events\Adverse Events\Escherichia infections\Escherichia infection\	MDR:10061126	Escherichia infection	T		N
\Events\Adverse Events\Ocular injuries NEC\Eye injury\	MDR:10061128	Eye injury	T		N
\Events\Adverse Events\Ocular nerve and muscle disorders\Eye movement disorder\	MDR:10061129	Eye movement disorder	T		N
\Events\Adverse Events\Ocular disorders NEC\Eyelid disorder\	MDR:10061130	Eyelid disorder	T		N
\Events\Adverse Events\Autoimmunity analyses\DNA antibody\	MDR:10061131	DNA antibody	T		N
\Events\Adverse Events\Eyelid movement disorders\Eyelid function disorder\	MDR:10061145	Eyelid function disorder	T		N
\Events\Adverse Events\General nutritional disorders NEC\Feeding disorder\	MDR:10061148	Feeding disorder	T		N
\Events\Adverse Events\Extremity deformities\Finger deformity\	MDR:10061156	Finger deformity	T		N
\Events\Adverse Events\Foetal complications NEC\Foetal disorder\	MDR:10061157	Foetal disorder	T		N
\Events\Adverse Events\Extremity deformities\Foot deformity\	MDR:10061159	Foot deformity	T		N
\Events\Adverse Events\Pelvic fractures and dislocations\Pelvic fracture\	MDR:10061161	Pelvic fracture	T		N
\Events\Adverse Events\Gastric and gastroenteric infections\Gastroenteritis bacterial\	MDR:10061166	Gastroenteritis bacterial	T		N
\Events\Adverse Events\Gastrointestinal dyskinetic disorders\Gastrointestinal motility disorder\	MDR:10061173	Gastrointestinal motility disorder	T		N
\Events\Adverse Events\Reproductive tract disorders NEC (excl neoplasms)\Genital disorder female\	MDR:10061176	Genital disorder female	T		N
\Events\Adverse Events\Reproductive tract infections and inflammations NEC\Genital infection fungal\	MDR:10061180	Genital infection fungal	T		N
\Events\Adverse Events\Reproductive tract infections and inflammations NEC\Genitourinary tract gonococcal infection\	MDR:10061181	Genitourinary tract gonococcal infection	T		N
\Events\Adverse Events\Urinary tract infections\Genitourinary tract infection\	MDR:10061182	Genitourinary tract infection	T		N
\Events\Adverse Events\Haemophilus infections\Haemophilus infection\	MDR:10061190	Haemophilus infection	T		N
\Events\Adverse Events\Haemorrhages NEC\Haemorrhagic fever\	MDR:10061192	Haemorrhagic fever	T		N
\Events\Adverse Events\Musculoskeletal and connective tissue deformities of skull, face and buccal cavity\Head deformity\	MDR:10061199	Head deformity	T		N
\Events\Adverse Events\Gastrointestinal infections, site unspecified\Helminthic infection\	MDR:10061201	Helminthic infection	T		N
\Events\Adverse Events\Helminthic infections NEC\Helminthic infection\	MDR:10061201	Helminthic infection	T		N
\Events\Adverse Events\Endocrine analyses and imaging NEC\Hormone level abnormal\	MDR:10061210	Hormone level abnormal	T		N
\Events\Adverse Events\Non-site specific procedural complications\Iatrogenic injury\	MDR:10061213	Iatrogenic injury	T		N
\Events\Adverse Events\Immunology analyses NEC\Immunology test abnormal\	MDR:10061214	Immunology test abnormal	T		N
\Events\Adverse Events\Inflammations\Inflammation\	MDR:10061218	Inflammation	T		N
\Events\Adverse Events\Ligament disorders\Ligament injury\	MDR:10061223	Ligament injury	T		N
\Events\Adverse Events\Musculoskeletal and connective tissue pain and discomfort\Limb discomfort\	MDR:10061224	Limb discomfort	T		N
\Events\Adverse Events\Limb injuries NEC (incl traumatic amputation)\Limb injury\	MDR:10061225	Limb injury	T		N
\Events\Adverse Events\Lower respiratory tract and lung infections\Lung infection\	MDR:10061229	Lung infection	T		N
\Events\Adverse Events\Cerebrovascular venous and sinus thrombosis\Intracranial venous sinus thrombosis\	MDR:10061251	Intracranial venous sinus thrombosis	T		N
\Events\Adverse Events\Non-site specific necrosis and vascular insufficiency NEC\Ischaemia\	MDR:10061255	Ischaemia	T		N
\Events\Adverse Events\Cerebrovascular and spinal necrosis and vascular insufficiency\Ischaemic stroke\	MDR:10061256	Ischaemic stroke	T		N
\Events\Adverse Events\Bone disorders NEC\Jaw disorder\	MDR:10061257	Jaw disorder	T		N
\Events\Adverse Events\Joint related disorders NEC\Joint lock\	MDR:10061258	Joint lock	T		N
\Events\Adverse Events\Lactation disorders\Lactation disorder\	MDR:10061261	Lactation disorder	T		N
\Events\Adverse Events\Learning disorders\Learning disorder\	MDR:10061265	Learning disorder	T		N
\Events\Adverse Events\Dental disorders NEC\Malocclusion\	MDR:10061274	Malocclusion	T		N
\Events\Adverse Events\Mental disorders NEC\Mental disorder\	MDR:10061284	Mental disorder	T		N
\Events\Adverse Events\Metabolism tests NEC\Metabolic function test abnormal\	MDR:10061286	Metabolic function test abnormal	T		N
\Events\Adverse Events\Nervous system disorders NEC\Motor dysfunction\	MDR:10061296	Motor dysfunction	T		N
\Events\Adverse Events\Mycoplasma infections\Mycoplasma infection\	MDR:10061300	Mycoplasma infection	T		N
\Events\Adverse Events\Skin and subcutaneous tissue infections NEC\Nail infection\	MDR:10061304	Nail infection	T		N
\Events\Adverse Events\Oral cavity neoplasms NEC\Oral neoplasm\	MDR:10061325	Oral neoplasm	T		N
\Events\Adverse Events\Myocardial disorders NEC\Papillary muscle disorder\	MDR:10061330	Papillary muscle disorder	T		N
\Events\Adverse Events\Papilloma viral infections\Papilloma viral infection\	MDR:10061331	Papilloma viral infection	T		N
\Events\Adverse Events\Seizures and seizure disorders NEC\Partial seizures\	MDR:10061334	Partial seizures	T		N
\Events\Adverse Events\Pericardial disorders NEC\Pericardial disease\	MDR:10061338	Pericardial disease	T		N
\Events\Adverse Events\Reproductive tract signs and symptoms NEC\Perineal pain\	MDR:10061339	Perineal pain	T		N
\Events\Adverse Events\Streptococcal infections\Pneumococcal infection\	MDR:10061353	Pneumococcal infection	T		N
\Events\Adverse Events\Poisoning and toxicity\Poisoning\	MDR:10061355	Poisoning	T		N
\Events\Adverse Events\Non-site specific injuries NEC\Skeletal injury\	MDR:10061363	Skeletal injury	T		N
\Events\Adverse Events\Skull fractures, facial bone fractures and dislocations\Skull fracture\	MDR:10061365	Skull fracture	T		N
\Events\Adverse Events\Soft tissue disorders NEC\Soft tissue disorder\	MDR:10061366	Soft tissue disorder	T		N
\Events\Adverse Events\Spinal cord and nerve root disorders NEC\Spinal cord disorder\	MDR:10061367	Spinal cord disorder	T		N
\Events\Adverse Events\Bone disorders NEC\Spinal disorder\	MDR:10061368	Spinal disorder	T		N
\Events\Adverse Events\Spondyloarthropathies\Spondylitis\	MDR:10061371	Spondylitis	T		N
\Events\Adverse Events\Streptococcal infections\Streptococcal infection\	MDR:10061372	Streptococcal infection	T		N
\Events\Adverse Events\Body temperature altered\Temperature regulation disorder\	MDR:10061376	Temperature regulation disorder	T		N
\Events\Adverse Events\Toxicology laboratory analyses\Toxicologic test normal\	MDR:10061383	Toxicologic test normal	T		N
\Events\Adverse Events\Toxicology laboratory analyses\Toxicologic test\	MDR:10061384	Toxicologic test	T		N
\Events\Adverse Events\Chest and lung injuries NEC\Chest injury\	MDR:10061386	Chest injury	T		N
\Events\Adverse Events\Therapeutic procedures NEC\Tumour excision\	MDR:10061392	Tumour excision	T		N
\Events\Adverse Events\Upper limb fractures and dislocations\Upper limb fracture\	MDR:10061394	Upper limb fracture	T		N
\Events\Adverse Events\Urticarias\Urticaria thermal\	MDR:10061399	Urticaria thermal	T		N
\Events\Adverse Events\Vulvovaginal disorders NEC\Vaginal disorder\	MDR:10061402	Vaginal disorder	T		N
\Events\Adverse Events\Peripheral embolism and thrombosis\Venous thrombosis limb\	MDR:10061408	Venous thrombosis limb	T		N
\Events\Adverse Events\Virus identification and serology\Virus serology test\	MDR:10061410	Virus serology test	T		N
\Events\Adverse Events\Yersinia infections\Yersinia infection\	MDR:10061416	Yersinia infection	T		N
\Events\Adverse Events\Abnormal behaviour NEC\Abnormal behaviour\	MDR:10061422	Abnormal behaviour	T		N
\Events\Adverse Events\Immunology analyses NEC\Antibody test negative\	MDR:10061426	Antibody test negative	T		N
\Events\Adverse Events\Immunology analyses NEC\Antibody test positive\	MDR:10061427	Antibody test positive	T		N
\Events\Adverse Events\Appetite disorders\Decreased appetite\	MDR:10061428	Decreased appetite	T		N
\Events\Adverse Events\Immunology analyses NEC\Antibody test normal\	MDR:10061429	Antibody test normal	T		N
\Events\Adverse Events\Nervous system cysts and polyps\Cerebral cyst\	MDR:10061445	Cerebral cyst	T		N
\Events\Adverse Events\Microbiology and serology tests NEC\Culture\	MDR:10061447	Culture	T		N
\Events\Adverse Events\Microbiology and serology tests NEC\Culture negative\	MDR:10061448	Culture negative	T		N
\Events\Adverse Events\Microbiology and serology tests NEC\Culture positive\	MDR:10061449	Culture positive	T		N
\Events\Adverse Events\Maternal complications of pregnancy NEC\Complication of pregnancy\	MDR:10061452	Complication of pregnancy	T		N
\Events\Adverse Events\Corneal disorders NEC\Corneal disorder\	MDR:10061453	Corneal disorder	T		N
\Events\Adverse Events\Facial cranial nerve disorders\Facial nerve disorder\	MDR:10061457	Facial nerve disorder	T		N
\Events\Adverse Events\Feelings and sensations NEC\Feeling of body temperature change\	MDR:10061458	Feeling of body temperature change	T		N
\Events\Adverse Events\Sexual arousal disorders\Erectile dysfunction\	MDR:10061461	Erectile dysfunction	T		N
\Events\Adverse Events\Ophthalmic function diagnostic procedures\Retinal function test normal\	MDR:10061463	Retinal function test normal	T		N
\Events\Adverse Events\Neurologic diagnostic procedures\Central nervous system function test normal\	MDR:10061464	Central nervous system function test normal	T		N
\Events\Adverse Events\Female reproductive tract infections\Post abortion infection\	MDR:10061467	Post abortion infection	T		N
\Events\Adverse Events\Psychiatric symptoms NEC\Psychiatric symptom\	MDR:10061472	Psychiatric symptom	T		N
\Events\Adverse Events\Respiratory tract disorders NEC\Respiratory fume inhalation disorder\	MDR:10061485	Respiratory fume inhalation disorder	T		N
\Events\Adverse Events\Renal function analyses\Renal function test\	MDR:10061490	Renal function test	T		N
\Events\Adverse Events\Renal function analyses\Renal function test normal\	MDR:10061491	Renal function test normal	T		N
\Events\Adverse Events\Rhinoviral infections\Rhinovirus infection\	MDR:10061494	Rhinovirus infection	T		N
\Events\Adverse Events\Imaging procedures NEC\Scan\	MDR:10061498	Scan	T		N
\Events\Adverse Events\Central nervous system imaging procedures\Scan brain\	MDR:10061500	Scan brain	T		N
